82	-0.008700	0.026900	0.720700	0.728900	0.004755
85	-0.005700	0.023000	0.643900	0.798100	0.004384
88	-0.006600	0.023500	0.966500	0.718000	0.002557
91	-0.007200	0.021000	1.198000	0.878600	0.002396
94	-0.003600	0.016700	0.863300	0.877900	0.002389
97	-0.002100	0.015200	0.889300	0.786000	0.002655
100	-0.003500	0.014200	1.608200	0.977600	0.003169
103	-0.004100	0.012500	1.612600	1.337200	0.002624
106	-0.003000	0.012300	1.219900	1.036500	0.003452
109	-0.001100	0.011100	0.852100	0.872500	0.002056
112	-0.000100	0.010100	0.774100	0.748600	0.002862
115	-0.002500	0.010000	1.470100	0.906000	0.003468
118	-0.002400	0.007700	1.519000	1.197700	0.002025
121	-0.001000	0.005000	1.070700	1.172400	0.002330
124	-0.001400	0.008300	1.496900	1.350800	0.001984
127	-0.004300	0.016700	0.937200	1.293300	0.001923
130	-0.003900	0.017100	0.646600	0.814200	0.002677
133	-0.003700	0.017200	0.608100	0.666000	0.002567
136	-0.004700	0.017200	0.762100	0.645700	0.002086
139	-0.005400	0.017100	0.987800	0.719700	0.003968
142	-0.006000	0.017400	1.068500	0.711100	0.002563
145	-0.006600	0.017600	1.146200	0.745700	0.003787
148	-0.006600	0.016800	1.235800	0.832200	0.004642
151	-0.006400	0.016900	1.139500	0.831400	0.004047
154	-0.006200	0.016500	1.097000	0.840200	0.002780
157	-0.006200	0.017700	1.115200	0.815100	0.002984
160	-0.006400	0.017500	1.192100	0.834800	0.003328
163	-0.007100	0.018200	1.280600	0.797600	0.003662
166	-0.006100	0.017800	0.971700	0.772900	0.002167
169	-0.007000	0.019100	1.128000	0.739300	0.002061
172	-0.006300	0.019700	0.916200	0.671500	0.003529
175	-0.005800	0.020200	0.849500	0.662900	0.002796
178	-0.004900	0.019400	0.652300	0.674500	0.003533
181	-0.005000	0.019700	0.582900	0.689000	0.002282
184	-0.004700	0.018700	0.607700	0.792900	0.002756
187	-0.005700	0.020500	0.641200	0.720200	0.003278
190	-0.005700	0.019700	0.647200	0.809900	0.002853
193	-0.006600	0.020400	0.737800	0.848500	0.003773
196	-0.007300	0.020700	0.839200	0.834200	0.002440
199	-0.009300	0.024100	1.035700	0.805900	0.003289
202	-0.009100	0.023800	1.013100	0.743900	0.002299
205	-0.009000	0.025700	0.908700	0.681400	0.004260
208	-0.007700	0.024600	0.755700	0.675200	0.003410
211	-0.007200	0.024600	0.619800	0.718100	0.002295
214	-0.007600	0.024500	0.664300	0.770700	0.003471
217	-0.008500	0.024000	0.704600	0.845700	0.002753
220	-0.009600	0.024600	0.893700	0.857300	0.004698
223	-0.012400	0.029300	1.187400	0.706000	0.004465
226	-0.007700	0.027300	0.616700	0.626600	0.003467
229	-0.007600	0.027200	0.647600	0.626000	0.002713
232	-0.007400	0.026300	0.580400	0.676800	0.002987
235	-0.008400	0.026500	0.595600	0.757100	0.002893
238	-0.009400	0.025400	0.749400	0.956200	0.004923
241	-0.011400	0.026300	1.021500	1.021400	0.003761
244	-0.012800	0.028800	1.248700	0.896700	0.005124
247	-0.010500	0.031200	0.844900	0.662200	0.002711
250	-0.009500	0.028800	0.644100	0.795400	0.003402
253	-0.011500	0.028400	0.819000	1.022700	0.004627
256	-0.014100	0.031200	1.029800	0.974000	0.003604
259	-0.014300	0.036000	0.914000	0.697600	0.002830
262	-0.010500	0.033400	0.573100	0.768200	0.002624
265	-0.012600	0.030900	0.716300	1.159300	0.003366
268	-0.014500	0.034300	0.839100	0.935100	0.003478
271	-0.013500	0.038800	0.644000	0.717000	0.004201
274	-0.011700	0.033700	0.504600	0.963400	0.003600
